text	label
Ojo @idubogota es muy común en obras sucias, cargan equipo diésel y dejan restos de ACPM en el piso que con un tris de lluvia origina accidentes.Ningún Bus o camión debe circular con fuga de combustible @TransMilenio @SectorMovilidad	0
Tráfico de influencias el crimen organizado mas grande e impune de los funcionarios colombianos. Lo peor aprobado por la mayoría de su población	0
Incidente vial entre particular 🚙 y un camión 🚛‍ en la Av. Primero de Mayo con carrera  8.Unidad de 👮 TransitoBta asignada.	1
Esperando que no falle.😉	0
📢#Atención: estudiantes de la @comunidadUPN toman la carrera 11 hacia el sur desde la calle 72. @TransitoBta habilita a esta hora este último corredor. Quienes se dirijan hacia el sur deben tomar la calle 72 hacia el occidente y buscar vías alternas.	0
⚠ Se presenta volcamiento de vehículo en la calle  5 con la carrera 31. Se gestiona unidad de  @TransitoBta y 🚑 .	1
particular 🚘 choca contra andamio  en la calle 102 sur con carrera  7 este. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
¿qué tal esto por la carrera 7 de Bogotá?. Es el VLT de Río de Janeiro https://t.co/ntprkvi80Y	0
Incidente vial entre tres particulares 🚙‍ en la Autonorte con calle 127, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	1
Colision entre particular  y motociclista  en la calle 72 con carrera 53, sentido oriente-occidente.	1
El tráfico está TAN suave a esta hora... que la única explicación es que la rumba ayer estuvo MUY buena.	0
Av Suba con calle 91 hacia el sur costado occidental bloqueada por choque de dos particulares se requiere @TransitoBta @SectorMovilidad	1
Incidente vial caída de motociclista ‍🏍  en la Av Cali con calle 47 B sur, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
RT @Citytv: #CityNoticiasFDS Un hombre de 28 años murió luego de ser atropellado por dos vehículos en la Autopista Norte con calle 94. Las…	1
@MorenoBID De nada servirá todo eso, sino se acaba con los corruptos, tanto del sector público como privado. La corrupción es el peor flagelo del país, peor que el narcotrafico, guerrilla y semejantes!!:(	0
@SectorMovilidad @TransMilenio Hoy como cosa extraña la ruta 921 la conducía un sr muy amable q quería recoger a todo el mundo, lastima q ese bus pequeño no cabe nadie. Hasta cuando tenemos q arriesgarnos en esos buses pequeños, anticipo accidente con esa registradora.	0
Fotos y video: Primeras imágenes desde el lugar del accidente del Boeing 737 de Lion Air en Indonesia https://t.co/kelHUFjYSj https://t.co/8aE2hHVF3X	0
@Angelica_GilO @DomiciliosCol @presto_co Que horror amiga !	0
🌹• Hoy trabajaremos con distintos panelistas sobre se la importancia de la comparecencia de las antiguas FARC-EP ante la @JEP_Colombia.Nuestro compromiso es con Colombia y el camino es la #paz. https://t.co/EJl4UCqGNo	0
Informan de accidente con posible fatalidad en la avenida Cali con 91 sentido norte sur hay fuerte trancón	1
#ATENCIÓN Se encuentra cerrada la vía Bogotá - Villeta a la altura del kilómetro 34 por grave accidente de tránsito entre una tractomula y un bus. El informe preliminar es que hay varias personas heridas. https://t.co/BeTFpEP91C	1
Dice la Corte que con tributos la mujer también puede ser discriminada. ¡Gran decisión!	0
Comenzo el tránsito de los muertos vivientes por las vias de transmilenio...  De corazón espero que estos bloqueos en Bogotá valgan la pena y se logré un cambio y que no quede impune esta protesta.	0
Una tocadita que puede salvar tu vida https://t.co/gj1pzMLpC7	0
auto norte con 160 carril central Sur a Norte volqueta dejó caer 20 mts cubicos de material peligro para motociclistas	0
en la carrera 40 con calle 22 un vehiculo oficial colisiona contra un taxi.	1
Algo se está muy mal, se habla de violentos desadaptados, de transporte colapsado, del esmad como porquería, de heridos, de atropellos. Pero de la educación? Quién está hablando de la educación?	0
Vehículo particular 🚘choca contra reja de una casa🏠 en la carrera 84B con calle 145B. Se asigna unidad de👮🏻 @TransitoBta.	1
[Video] Patrullera fue arrollada por mal parqueado cuando este intentó huir ►https://t.co/0YTYfIxE3X https://t.co/6HRc1advK2	0
Incidente vial entre particular 🚘 y bus 🚌 Calle 63 sur con Autosur, sentido occ -ori.Unidad de 👮 TransitoBta asignada.	1
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Alguien que claramente nunca ha estado ni medianamente cerca a una marcha o protesta. A nadie nunca se le había ocurrido """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""prohibir que beligerantes se infiltren en nuestra protesta"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" https://t.co/UDaduuhFF0"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
⚠ Se presenta ambulancia varada en la Av. Boyacá con  calle 52, sentido sur - norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
@RobertoCastroP @javierortiz82 @Tolaymaruja Todo hace parte y se desprende del mismo problema: Las drogas. La regulación no va a solucionar el problema de las adicciones (ni tampoco va a hacerlo crecer como muchos creen) pero atenta la estructura financiera y ganancias del narco trafico. Le quita el principal incentivo.	0
Un accidente en la localidad de @Engativalcaldia dejó dos menores de edad heridos, los cuales fueron arrollados por un hombre que conducía con exceso de velocidad y en aparente estado de embriaguez. El conductor del vehículo trató de escapar del sitio pero fue capturado. #Citytv https://t.co/tn1YE9zXzf	1
en la avenida NQS con calle 8 Sur en sentido norte - sur una motocicleta choca contra el separador de la vía, una persona lesionadaen la calle 26 con carrera 97 en sentido oriente - occidente una motocicleta embiste a un ciclista, una persona lesionada	1
“Vengo a ganar títulos y hacer aún más grande a Millonarios”: Felipe Jaramillo https://t.co/KXzWDbK4oE vía @Azul_Total	0
RT @CNNEE: Este fue el último mensaje de la gobernadora de Puebla fallecida este lunes en accidente de helicóptero https://t.co/LbG0AvaPmq	0
💥  Incidente se presenta caída de motocicleta 🏍️ en la calle 100 con carrera 67, sentido occidente-oriente. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Mal estado de la pista causa accidente aéreo en Mitú  https://t.co/6RGU8zEBFw	0
Aparatoso accidente en Socorro (Santander) cobró la vida de tres estudianteshttps://t.co/X00BLfYLpm	1
⚠ Se presenta volcamiento de vehículo tipo taxi  por incidente vial con otro vehículo en la calle 136 con carrera 45 A.Se gestiona unidad de 👮 TransitoBta y asistencia.	1
⚠ Se presenta vehículo varado en la Av. Circunvalar con  calle 88, sentido sur - norte.Se gestiona unidad de 👮	0
Al menos veinte heridos en Bogotá por accidente en una cabina de teleférico https://t.co/6PCiSTrrB6	0
@AeroCivilCol como que no? Uno como pasajero se asusta ante estos hechos. El @AeropuertoCali necesita otra pista? Pasa mucho tráfico aéreo y si es el alterno a @BOG_ELDORADO, con más razón.	0
en la avenida Boyacá con calle 12 en sentido sur - norte chocan un vehículo particular con uno de servicio especialen la carrera 50 con calle 67 en sentido norte - sur chocan dos vehículos particulares	1
💥  Incidente vial entre particulares 🚘 en la Av. Américas con Av. Cali, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	1
⚠ Se presenta volcamiento de vehículo en la carrera  9 con la calle 47, sentido sur - norte. Se gestiona unidad de  @TransitoBta y 🚑 .	1
Incidente vial entre  bus 🚍 y motocicleta 🏍‍ en la calle 57 Sur con carrera 87, sentido oriente - occidente.Unidad de 👮 TransitoBta asignada.	1
@NoticiasBta ¡Hola! A la altura de la carrera 94 sentido oriente occidente se presentó un incidente entre un tractocamión y un peatón. Ya está asignada la unidad de tránsito para solucionar los problemas de movilidad generados.	1
Incidente vial entre  particular 🚘 y camión 🚚‍ en la carrera 7  con calle 164, sentido sur-norteUnidad de 👮 @TransitoBta asignada.	1
RT @RedapBogota: Informan fatalidad en accidente de tránsito en la avenida Esperanza hacia el Oriente con la avenida Ciudad de Cali Aparent…	1
Incidente vial entre camioneta 🚘 y un motociclista 🏍 en la Boyacá con calle 138, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	1
La Paz también se construye desde los territorios.  En el ETCR Román Ruiz de Ituango, exguerrilleros y fuerza pública construyen puente que beneficia la comunidad.Fotos: @ComunesANT https://t.co/CzAMsqXdqc	0
Incidente vial entre particular  🚙 y un taxi 🚖‍ en la carrera  69 f con calle 13, sentido oriente - occidente.Unidad de 👮 TransitoBta asignada	1
RT @CaracolRadio: #EnDesarrollo | Fuerte granizada afecta el norte de Bogotá. Llueve intensamente en varias zonas de la ciudad&gt;&gt;&gt; https:/…	0
fuerte trancón Sobre la avenida Las Américas desde antes de la Glorieta de banderas choque reportado antes de la boyacá sentido occidente Oriente	1
El jueves un estudiante perdió un ojo mientras transcurría la marcha estudiantil  en  enfrentamientos con el Esmad, en Popayánhttps://t.co/1BLIMDMkzm	0
Accidente de tránsito en vía al mar dejó un muerto y 22 heridos https://t.co/sJiqJ25zDl	1
Nadie sabe con la sed que el otro vive	0
RT @bomberostunja: 🚨 #AestaHora reportan accidente múltiple en la avenida norte en #Tunja.@BomberosTunja atiende uno de tres pacientes tra…	1
⚠ Se presenta camión 🚛 varado en la carrera  50 con Av. 1 de Mayo, sentido sur - norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
💥  Incidente vial entre dos motos 🏍  en la calle 46 sur con carrera  85, sentido oriente - occidente. Unidad de 👮TransitoBta y 🚑 asignadas.	1
Accidente en Av. Caracas &gt; Norte #traficobogota. Tráfico 22m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/dQ6Qx1W3I6	1
#AlAire las noticias del medio dia con @jmruizmachado y @Vantolinez9 Grave accidente de una ruta escolar en vías de Córdoba deja una persona muerta y  13 menores de edad heridos.	1
#NotiFrontera #AraucaNoticias...| #Atención...Se reporta un aparatoso accidente en el kilómetro 1, salida de Saravena hacia Fortul, donde colisionó un automóvil Renault 9 servicio particular y una motocicleta.... https://t.co/qoXI4hv8D5	1
Paso restringido Corredor Los Alpes -Villeta PR 80+000 por choque entre Tracto camión y Bus, sin lesionados, unidades atendiendo la emergencia. ¡Transite con precaución!	1
@TransitoBta vehículo conducido por conductor en estado de embriaguez casi ocaciona accidente en carrera 8 con calle 29 sur @BogotaTransito @SectorMovilidad https://t.co/cNPWrXWKWY	1
Fiesta de fin de año en la empresa y la temática es Coachella 🤟🏼	0
- «Árboles sí, pero no así. Yo creo que las plantas deben tapar los huecos en Bogotá. Con esto, aportamos al medio ambiente,  prevenimos accidentes en las vías y dejamos una ciudad mejor que la que han soñado los ambientalistas de papel», @EnriquePenalosa. https://t.co/EAkg10awuP	0
@Don_kike_ @SectorMovilidad @AlcaldiaBunidos @Bocarejo_JP @Bogota @idubogota @UMVbogota @DadepBogota @TransMilenio Tal vez lo sorprenda, pero las bicicletas también son vehículos. ART. 2 ley 769 de 2002 - código N. De tránsito. La ciclorruta brinda seguridad, pero no se puede confinar al ciclista a ese espacio, el ciclista debe ocupar  un carril. Art. 9 ley 1811 de 2016.	0
Accidente de tránsito con persona atrapada y algunos lesionados en la calle 68 carrera 32 sentido oriente occidente se necesita @BomberosBogota @TransitoPolicia @BogotaTransito @SectorMovilidad @SectorSalud	1
@bisex_milo Q rico saberlo	0
Accidente en Autopista Sur &gt; Occidente #traficobogota. Tráfico 28m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/xhHMvDtuYK	1
Incidente vial entre particular 🚘 y taxi 🚖‍ en la Autonorte con calle 92, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	1
🚧: Se presenta caída de árbol 🌳 en la carrera  62 con calle 83, sentido sur  - norte. Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	0
Café colombiano. &gt;&gt;&gt;&gt;&gt;	0
Versiones iniciales indican que el teleférico golpeó una rampa lo que provocó el accidente. Aquí el aparato... https://t.co/dvaU8SVm6G	0
💥  Incidente vial entre taxi 🚖 y un peatón🚶🏽 en la Calle 64 sur con carrera  20 C. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Incidente vial se presenta caída de motocicleta ‍🏍  en la carrera 80 con calle  42A Sur, sentido norte - sur. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
por la carrea 68 con calle 80 al norte, un vehiculo colisionó contra un a moto. no hay heridos	1
💥  Incidente vial implicado un motociclista ‍🏍  en la Av. Cali con calle 10, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Incidente vial caída de motociclista 🏍‍ en la carrera  7 con calle 92, sentido norte - sur.Unidad de 👮 @TransitoBta asignada y 🚑 asignadas.	1
Después de que me falló la persona que nunca pensé que lo haría empecé a no esperar menos de nadie y a acostumbrarme a que me fallen constantemente	0
@clameusque @numeral767 accidente en el km 16+200 costado norte carril rápido, entre motocicleta y ciclista el cual fallece en el lugar	1
En sesión extraordinaria en la @AsambleaMeta, entregamos a @sgobierno_meta y los señores diputados del #Meta, un balance de los resultados obtenidos en el marco del Plan de Choque #ElQueLaHaceLaPaga contra el tráfico de estupefacientes. #ParticipaciónCívica https://t.co/VjNsNIUAdt	0
Se presenta conato de incendio en camioneta 🚘en la Calle 130F con carrera 96. 🚑 y 🚒 @BomberosBogota en el punto.	0
Un particular 🚘 choca contra árbol 🌳 en la calle 16 con carrera 17, sentido oriente - occidente. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
Hoy es el día de la lucha contra el feminicidio y se cumplen 2 años del asesinato de Yuliana Samboni a las 8 am habrá una marcha, sale del parque nacional y es liderada por la @secredistmujer y la @personeriabta https://t.co/qWoPJ0lTwd	0
Yo soy de las que quita los likes que se me van por accidente 🙊	0
Aunque no creí que fuera a lograrlo, lo hice! Vi la maratón @NatGeo_la completa! #BiosCerati #BiosLora #BiosCharly las tres me gustaron, aunque falta hacer la de #ElkinRamirez 🇨🇴.	0
@LuciaMontero Hola Lucia, nos reportan un incidente vial a la altura de la calle 45. Feliz día	1
que chimba saber que Monse por fin luego de tanto tiempo pudo conocer a Pedro, se siente tan hermoso cuando alguien lo conoce, es un sentimiento y sensación inexplicable 💜	0
Incidente vial entre 2 particulares 🚘‍ en la Av. Dorado con carrera 62 A.Unidad de 👮 @TransitoBta asignada.	1
#CityNoticias  Grave accidente con tres heridos ocurrió esta tarde en la calle 63 con carrera 50. El choque fue entre un taxi y una camioneta https://t.co/NGjOx28ZyR	1
@marmolpablo2 Nunca falta el clima cambiante...⛄	0
Incidente vial entre  particular 🚘 y tractocamión 🚛‍ en la Av Boyacá con calle 24, sentido norte-sur.Unidad de 👮 @TransitoBta asignada.	1
⚠ Se presenta mancha de aceite en la carrera 80 con la calle 57 A sur. Se gestiona unidad de 👩‍🚒 @BomberosBogota 🚒.	0
RT @lafm: Al menos 9 menores de edad mueren en accidente en Valle del Caucahttps://t.co/ZE5S7mwqkK #MePasoALaFM	0
💥  Incidente vial entre taxi 🚖 y particular 🚘en la calle 26 con carrera 54 sentido oriente - occidente.Unidad de 👮 TransitoBta asignada.	1
💥  Incidente vial entre dos buses 🚌 en la calle 19 con carrera 16, sentido Occ-OrUnidad de 👮 @TransitoBta asignada.	1
Terrorismo de @reincidentesofi de Sevilla, España en @Radiorageofi de @umngradio  #Rockcolombiano una canción que resume todas las marchas estudiantiles del mundo!!https://t.co/L9YY7Kef1d	0
📢#Atención: Estudiantes U. Distrital despejaron al Av. Circunvalar. Paso habilitado en Av. Circunvalar al norte.  Estudiantes U. Distrital marchan sobre Carrera 7 hacia el norte. Sin paso en KR 7 entre Calle 26 y Calle 39.	0
Lamentable la realidad de niños y adolescentes que desean estudiar en Tumaco, urge que @IvanDuque @CeDemocratico @CongresoCol actúen,no es justo que sectores de la sociedad como este viva abandonado mientras dineros públicos desaparecen mágicamente o se destinan para la guerra.	0
Accidente en Av. 1º de Mayo &gt; Occidente #traficobogota. Tráfico 31m más lento de lo habitual. https://t.co/NkjJIu0GBq https://t.co/QWx4yteYWi	1
¡Goooooooool de Colombia! #Falcao marca el 2-3... #VamosColombia #USACOL	0
Paso restringido Corredor Los Alpes-Villeta PR 81+400 por accidente de camioneta unidades atendiendo la emergencia. ¡Transite con Precaución!	1
#VIDEO: Aumenta a nueve la cifra de muertos tras trágico accidente en vía Buga-Yotoco en el Valle del Cauca https://t.co/n8Ys5cYdvA https://t.co/bIQ8bAiJJu	1
Av Boyacá desde la Aurora hasta el Lucero, trancon monumental hacia el norte. Activan contraflujo por accidente. Av Caracas en Molinos presenta igual fuerte congestión.	1
🌧⛈: de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:TunjuelitoKennedyAntonio NariñoPuente ArandaLos Mártires Transite con precaución.https://t.co/DL3G4z6ehI https://t.co/QQEWTSWQR1	0
Las personas que dirigen la logística de @TransMilenio y @transmisitp seguro hicieron el curso en la academia paciolo... prefieren dejar a los usuarios mamando en un bus que autorizar un desvío por accidente. Que ignorancia tan grande. Ruta 579 la peor.	0
RT @NelsonCipagauta: Una motocicleta se incendió después de sufrir accidente vía cgto El Llanito en #Barrancabermeja Resultaron heridos cua…	1
RT @BluRadioCo: Una persona resultó lesionada por fractura en un pie tras accidente de tránsito entre Zipaquirá y Cota. 16 personas fueron…	1
💥 particular 🚘 choca contra rejas de conjunto🏠 en la carrera 100 con calle 13, sentido sur - norte. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
#EspecialMiBandaSonora | A la mamá de @ClaraLuzRoldan le dijeron que ella no iba a poder quedar bien de una pierna luego de un accidente, pero la fe en el #SeñorDeLosMilagros de Buga les permitió que todo saliera perfecto. https://t.co/bGazdI8nEO	0
💥  Incidente vial entre particular 🚘 y bus 🚌 en la calle 187 con carrera  55 A, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	1
Si en verdad los estudiantes quieren una marcha pacífica, que entreguen. Los capuchos a las autoridades, es la única manera de legitimar de nuevo ante los ojos de Colombia su protesta.	0
Incidente vial entre dos particulares 🚘 y motociclista 🏍‍ en la Carrera  78 con calle 146 C, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
avenida nqs está fuertemente trancada hacia el norte desde el estadio el campín calle 57 hasta la calle 89 llegando a la autopista Norte	0
#CityCubre Los manifestantes de la @UNColombia saldrán por la carrera 30, tomarán la calle 26 hasta la calle 19 y de ahí llegarán a la avenida Caracas, para finalmente concentrarse en la Plaza de Bolívar #ArribaBogotá https://t.co/ueAeQbAcAh	0
La resistencia, es feminista y tiene como objetivo derrotar al fascismo y sus políticas de muerte. ✊💚💜	0
Hoy tuve el qué accidente en bicicleta ni el sapo hijueputa, en el cual un bus del sitp me arroyo, ambos llevábamos alta velocidad :(  con pirueta acrobática y todo	0
@JUANMANUEL1000 @MarioFelipeQuev @alexflorezh_ @darcyquinnr Para la corporación, los 134 accidentes que se produjeron entre 1995 y 1997 en ese mismo punto, las conclusiones técnicas respecto al diseño del puente y las recomendaciones de organismos de control para evitar el tránsito por esa zona demuestran que sí existía un alto riesgo...	0
Durante las fiestas de Fin de Año, demuestra que es mejor perdonar que pelear.Ya lo sabes: #Este31CelebraEnPaz¡Ah! Si se presenta alguna emergencia, no lo dudes, marca a la línea 123. https://t.co/0UD5aDMgG0	0
Carolina Soto grabó por accidente escena sexualhttps://t.co/eLsqpUiwZB	0
Incidente vial entre dos particulares 🚘‍ en la calle 65 F con carrera 78.Unidad de 👮 @TransitoBta asignada.	1
@pepe0851 porque es viernes y sus cuerpos lo saben.	0
Incidente caída de motocicleta ‍🏍 en la Av. Boyaca con calle 7, sentido norte - sur. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
alguien que confirme nos dicen de sobre calle 80 con autopista subiendo hacia el Oriente exactamente en Los Héroes Está bastante complicado para los de la autopista los que van a coger la carrera 15 o la avenida Caracas hacia el sur por choque entre camioneta y taxi	1
@TransMilenio el peor servicio del mundo. 2200 pesos. Alimentadores que pasan cuando les da la gana. 20 minutos de espera para que pase un bus en hora pico. El peor servicio del mundo.	0
En el oriente del país 8 militares que se desplazaban por tierra sufrieron un accidente en la vía entre Casanare y Arauca. Cuatro de ellos sufrieron heridas graves #NoticiasDeLaHora	1
Incidente vial entre particulares 🚙, en la A. Cali con calle 16b, sentido norte-sur.Unidad de 👮 TransitoBta asignada.	1
📢#Atención: Paso de la marcha de estudiantes de la @UNColombia por la Autonorte con calle 100, sentido sur - norte. Los manifestantes bloquean carril mixto y exclusivo. Av. Caracas con calle 88 también presenta bloqueos. Afectada operación de @TransMilenio en ambas troncales. https://t.co/8KYrTwD2KZ	0
Incidente vial entre particular 🚘 y motociclista 🏍  en la calle 63 con Av. Cali, sentido occidente - oriente. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Rt Incidente de tránsito taxi chocó contra el separador y queda de lado en la Av. Ciudad de Cali * 70 sentido N-S, se solicita @transitopolicia	1
RT @BogotaTransito: Incidente vial entre particular 🚘 y bus 🚌‍ en la calle 53 con transversal 23, sentido oriente - occidente.Unidad de 👮…	1
💥  Incidente vial entre 2 buses 🚌 en la calle 72 con carrera 105, sentido ori - occ.Unidad de 👮 @TransitoBta asignad	1
@adanedhel90 @ElPeriodismo2 @GNavasTalero @CarlosCarrilloA @TransMilenio @colombiascopio @MafeCarrascal @DiegoTrujilloD @JulianRoman @matadoreltiempo @intiasprilla @DianAngel01 @MiguelSamperS @LuisErnestoGL Pero solo hay proponentes de buses a gas. Por eso los cuentan ya como un hecho. #ignaro (ignorante y aparte terco, mala combinacion).	0
RT @jcamiloramirezg: #ArribaBogotá Por culpa de este hueco en la calle 27sur, una mujer sufrió un grave accidente de tránsito. Resultó con…	1
#CityCubre Por concentración de estudiantes de la Universidad Pedagógica se dejan de atender las estaciones: Calle  72,  Flores  y Calle 63. Igualmente, se cierra la estación San Diego de @TransMilenio, por aglomeración de cerca de 50 estudiantes en la carrera 10 con calle 24.	0
RT @Citytv: #CityNoticias ► En Ubaté se registro un choque múltiple, cobrando la vida de una persona y 6 más resultaron heridas. https://t.…	1
Incidente vial entre dos 🚖 y motociclista 🏍‍ en la calle 17 con carrera 96, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	1
Las bolsas en Europa se contagian de la estrepitosa caída de Wall Street  y Tokio y se teme un jueves negro.	0
Choque entre flota y tractocamión dejó más de 20 heridos en la vía Cajicá-Zipaquirá. https://t.co/G8X3rYmHhi https://t.co/0hr9wlYStN	1
@ElDesayunoRCN con respecto al atropellado, Sr Franky en el video se ve claramente que se trata de una imprudencia del accidentado según el código de tránsito, si es carro fantansma para eso el FOSYGA respalda el gasto y como trabajaba se pensionados de por vida y su familia...	0
@Danjuro @francylorena @nippon_es Otrora acá se usaba «tránsito», pero el anglicismo está imponiéndose. ¿No se habrán quejado de «cubrimiento» versus «cobertura» (periodístico(a))? En @gvenespanol sufrían conmigo porque en Colombia usamos el primero y en Perú (de donde es mi editor de entonces), el segundo.	0
La carrera 13 B este barrio #Moralba #Altamira una las más peligrosas debido a las imprudencias de los conductores, a esta hora desvío de los vehiculos en el sector debido a este accidente,  #Bogota @Citytv #ULTIMO @LocSanCristobal  #Ciudad @patrudelanoche  #Citynoticias https://t.co/eCr2gyBxDS	1
⚠ Se presenta volcamiento de vehículo en la carrera  9 con la calle 187, sentido sur - norte. Se gestiona unidad de 👮 @TransitoBta y asistencia.	1
Noooo marica, no me veo saliendo de este hueco tan hpta	0
Rt Av cr 68 fuerte congestión desde la Av Américas causa el accidente de la Av esperanza	1
Accidente en Av. de Las Américas &gt; Occidente #traficobogota. Tráfico 24m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/a5ug4v6pfA	1
@BogotaTransito sugiero monitorear el caos en la entrada al parqueadero del centro comercial metrópolis. Un caos ha convertido el tráfico en el sector.	0
RT @Citytv: Tres personas heridas dejaron dos accidentes en la calle 127. Uno de los vehículos estrellados terminó en un caño #ElNoctámbulo…	1
Tres personas murieron por accidente en la vía Neiva-Espinal https://t.co/mPaIyJV1Dd https://t.co/7VS7sZ7hsv	1
Día 268 sin sexo, una señora me respiro en la nuca en Transmilenio y sentí que me venía :v	0
💥  Incidente vial entre 2 vehículos particulares 🚘 en la calle 26 con carrera 50, sentido occ - ori.Unidad de 👮 @TransitoBta asignada	1
—Don Omar: Salí con tu mujer —Romeo Santos: https://t.co/4sRNZCzxyV	0
RT @NoticiasRCN: Cuatro mujeres fallecieron en accidente de tránsito en la troncal de Oriente https://t.co/exb7nmJcxF https://t.co/2nciCDZW…	1
Incidente vial entre particular 🚘 y motociclista 🏍‍ en la Av. Américas con carrera  63.Unidad de 👮 @TransitoBta asignada.	1
Domingo y a laborar!!	0
#Accidente | 🚨Hace pocos minutos se presentó un fuerte choque entre una camioneta y una motocicleta en la entrada al municipio de #Guasca. https://t.co/SAbp0goNUC	1
Incidente vial implicado tres  motociclistas ‍🏍  en la calle 50A sur con carrera  5. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Mi camiseta nueva y yo les deseamos...😆#OkNo @ Bogotá, Colombia https://t.co/uUgtGyImWg	0
#bogota #viernes #amanecer en Bogotá, Colombia https://t.co/dD9XTwfZmT	0
taxi 🚖 choca contra vivienda 🏠 en la carrera 55 con calle 128 B. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
RT @manfrip_74: Precaución Vía Alto de Rosas - SilvaniaSe presenta congestiion vehicular por accidente de tránsito Según reporte tenemos…	1
Incidente vial entre taxi 🚖 y motociclista 🏍‍ en la calle 17 con carrera 15.Unidad de 👮 @TransitoBta asignada.	1
Incidente vial entre peatón 🚶🏽‍ ‍y motociclista 🏍  en la carrera 10 con calle 9, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
RT @1LETZA: Grave accidente se acaba de presentar en la vía Buenaventura -Cali. En el sector conocido como el Plan de las Vacas. Muchas pe…	1
Incidente vial  caída de motociclista en la con carrera  103 c bis con 10 3c bis Unidad de 👮@TransitoBta y 🚑 asignadas.	1
@JuanitaGomezL La gente no tiene sentido común,  respetar las normas de transito es algo tan básico y sencillo,  pero acá en colombia ven una señal de PARE y antes aceleran, la enseñanza en las escuelas de conducción es muy básica y a cualquier persona le dan un pase.	0
Incidente vial entre particular 🚙 y un camión 🚛‍ en la Autonorte con calle 100, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
Marchas FECODE y UDistrital- La marcha de FECODE se moviliza por la carrera 10 con calle 19 hacia el sur. Se presenta afectación al carril mixto y exclusivo de TransMilenio.- Por otro lado, estudiantes de la UDistrital y SENA avanzan por la Av. Primero de Mayo con Carrera 50.	0
RT @lafm: Murió en accidente de tránsito joven promesa del vallenatohttps://t.co/lptSJ5XT26 #MePasoALaFM	0
💥  Incidente vial entre dos particulares 🚘 en la Av Américas con carrera 31, sentido occ - ori.Unidad de 👮 @TransitoBta asignada.	1
💥  Incidente vial entre un particular 🚘 y un bus 🚌 en la calle 100 con carrera 9A, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	1
Y POR QUE PUTAS LEVANTO LA SESIÓN ESE MALPARIDO?	0
📢#Atención: recomendamos precaución al transitar por la calle 26 con carrera 33, a la altura de la @UNColombia. Se reportan disturbios al interior de la universidad.Autoridades hacen presencia en el lugar. https://t.co/jlE1DOAvhM	0
@EnriquePenalosa @SectorMovilidad También deberían enseñarles a respetar las señales de tránsito y los semáforos.	0
